# Time-averaged data for fix fix_eqn_baro
# TimeStep c_C_press_baro c_C_press_baro[1] c_C_press_baro[2] c_C_press_baro[3] c_C_press_baro[4] c_C_press_baro[5] c_C_press_baro[6] c_C_temp_tran
578600 -404.755 -490.297 -738.583 14.6148 579.494 293.881 -344.135 0.994261
578700 -147.011 16.4949 -260.673 -196.857 -330.025 -395.829 404.057 1.00546
578800 -47.3027 -273.687 -98.502 230.281 394.93 591.861 -571.752 1.00971
578900 -612.417 -725.301 -610.058 -501.893 269.882 -303.648 243.104 0.976547
579000 -339.158 -809.481 -315.658 107.665 -701.839 571.193 -243.508 1.01424
579100 -288.618 -489.484 45.2147 -421.586 580.293 -486.665 -495.694 1.00139
579200 -44.4068 -285.029 82.059 69.7499 -873.79 296.008 532.261 1.01395
579300 -222.001 -534.106 -37.957 -93.9406 386.814 327.713 -199.885 1.01561
579400 -420.979 -515.041 -228.222 -519.673 -350.488 -223.984 606.647 1.0013
579500 202.951 -161.232 534.967 235.117 367.749 49.4638 -212.185 0.990951
579600 389.389 -221.703 634.115 755.756 251.491 -110.452 241.784 1.0123
579700 -176.46 -476.275 329.062 -382.166 296.101 380.712 -219.043 1.00924
579800 -144.959 -145.065 -150.713 -139.1 18.459 -507.393 -24.635 1.0262
579900 238.848 -45.1236 537.832 223.837 -243.082 381.757 214.49 1.01495
580000 -204.154 -616.861 -202.946 207.344 -25.6067 -753.761 -374.06 0.993451
580100 -236.938 -601.095 64.0511 -173.771 145.077 91.5332 418.459 1.00923
580200 220.988 -7.73374 297.898 372.799 -592.147 -44.0066 -94.5099 1.00324
580300 -207.532 -496.869 43.9101 -169.638 624.306 242.95 300.342 1.00272
580400 -527.786 -451.431 -235.927 -896 -706.947 208.75 -254.193 0.994662
580500 145.441 12.117 -93.9962 518.202 -71.7248 -111.1 438.114 1.00715
580600 -71.6102 -542.678 -4.73021 332.577 266.509 191.844 -91.0634 1.00639
580700 -525.673 -850.889 -338.085 -388.044 -105.349 -532.108 -97.2483 1.0231
580800 -452.76 -652.675 -685.23 -20.376 370.859 -338.455 249.025 0.997118
580900 -123.119 36.6299 -80.4921 -325.495 -435.373 -204.424 632.141 1.00928
581000 -352.883 -778.407 -209.016 -71.2242 -89.3806 262.903 -34.7624 1.00924
581100 -384.266 -823.404 -95.5287 -233.865 -399.661 -548.384 239.813 0.989833
581200 -156.652 -1031.87 8.45142 553.462 65.2743 146.061 -432.544 1.00017
581300 -283.023 -880.838 0.341649 31.4264 490.579 341.81 158.283 0.990406
581400 -138.132 -171.198 -340.901 97.7025 -261.198 -225.747 -161.879 0.994689
581500 180.221 -439.967 250.967 729.665 891.533 371.078 -263.253 1.00615
581600 -76.9738 -672.352 540.983 -99.5522 -189.568 -195.839 555.421 0.988572
581700 -150.075 -761.301 -148.823 459.899 602.233 -172.778 -595.808 1.02239
581800 19.343 -149.531 75.7522 131.808 117.228 9.19214 42.4089 1.00136
581900 -45.7381 331.344 -767.555 298.997 -8.4878 -34.7353 255.353 1.00516
582000 -2.15068 -252.685 66.4388 179.794 -261.471 580.334 -58.4825 0.997678
582100 -328.143 -624.258 -711.748 351.577 -96.8525 -222.7 -277.595 1.00343
582200 -75.8329 -833.897 -61.5465 667.945 -604.814 548.415 995.709 1.0031
582300 -152.988 -583.14 560.587 -436.409 265.011 72.3543 88.4798 1.00297
582400 21.5615 -552.021 55.2409 561.465 -574.304 66.4126 863.757 1.01877
582500 -194.267 -573.078 198.707 -208.432 23.889 -151.869 398.278 1.00054
582600 -81.1371 -284.068 -153.479 194.136 -343.17 395.866 -367.371 1.01272
582700 -396.818 -1274.93 198.36 -113.882 246.765 -211.934 857.532 0.982088
582800 400.086 -319.505 608.63 911.133 -382.359 -33.9467 -98.5624 0.981602
582900 -321.782 -310.139 -437.353 -217.854 429.65 -59.8696 342.808 1.00454
583000 -85.8612 -581.959 6.91699 317.459 -528.082 -890.349 102.533 0.989937
583100 -98.5834 -455.659 -198.263 358.172 459.926 216.206 -58.7196 0.997962
583200 84.3365 -123.876 19.1565 357.729 -740.596 -462.788 253.822 1.00015
583300 -179.747 -661.849 186.444 -63.8353 384.341 168.576 -330.855 1.00032
583400 -393.918 -698.595 -610.807 127.646 -211.06 -86.6261 -448.283 0.996089
583500 -541.023 -1134.32 44.1406 -532.892 138.853 328.216 41.0869 0.994479
583600 204.057 -450.224 256.894 805.502 -139.8 -150.146 -516.315 1.00412
583700 -44.2795 -27.2985 463.803 -569.343 -364.937 -189.372 440.577 0.995604
583800 -17.2053 -262.916 -103.095 314.395 486.171 -252.296 -224.573 0.996841
583900 -242.537 -327.594 75.8121 -475.83 -342.97 47.2619 355.222 1.00663
584000 277.72 194.59 466.252 172.317 440.063 -358.163 303.48 1.01242
584100 -417.506 -1013.03 -75.7026 -163.78 591.08 5.7943 -209.437 1.00522
584200 -88.7106 -749.446 183.855 299.459 142.306 262.887 -168.876 1.01607
584300 -139.507 -441.458 20.3334 2.60243 130.132 318.22 -158.732 1.02172
584400 -309.759 -353.04 -44.5728 -531.664 -169.522 -215.854 -118.23 1.01503
584500 -414.491 -595.556 -524.802 -123.113 -64.3046 -118.437 -98.3028 1.0107
584600 -414.915 -952.739 -150.462 -141.542 57.6746 607.779 -185.532 0.991819
584700 -164.613 -270.444 -550.063 326.668 -100.343 44.5053 221.293 1.00132
584800 -103.196 -560.506 356.982 -106.065 213.031 -369.444 -56.0821 0.998507
584900 -196.169 -582.003 8.46018 -14.9626 -144.284 70.1571 689.101 1.01167
585000 158.582 -69.8593 630.053 -84.4475 312.039 -497.124 15.561 1.00221
585100 -154.98 -252.602 -331.717 119.38 -491.426 475.859 -461.629 1.0004
585200 -27.0624 -168.965 422.851 -335.073 -278.808 -239.148 107.819 0.997977
585300 -212.649 -773.711 -4.44241 140.206 199.169 -30.8545 -491.939 1.00207
585400 -299.966 -765.022 43.4014 -178.277 456.798 188.364 370.25 0.980935
585500 -81.6642 -332.058 -441.049 528.114 -134.143 427.045 56.3326 0.993224
585600 -435.237 -725.537 -522.325 -57.8486 774.172 -1132.52 22.4952 0.997554
585700 -279.863 -542.054 -204.875 -92.6606 -218.372 953.875 -10.0134 0.987432
585800 -293.164 -568.039 -397.263 85.8095 614.019 -990.707 -152.159 1.00992
585900 -308.837 -548.729 136.969 -514.753 -267.245 337.407 -73.0993 0.989306
586000 -149.655 -359.862 11.6018 -100.704 543.259 -304.621 -166.542 1.00649
586100 -511.638 -1072.35 6.19897 -468.762 -144.709 421.379 312.747 0.984223
586200 -61.2836 -505.91 323.025 -0.966392 425.396 -555.233 -710.957 1.01453
586300 -304.959 -429.2 52.1554 -537.833 -523.325 -48.9349 774.341 0.994744
586400 63.5554 -370.041 475.1 85.6077 506.64 -312.123 -201.474 1.01059
586500 -353.399 -657.972 -375.8 -26.424 99.4081 649.463 167.786 0.990222
586600 -448.502 -835.782 -309.155 -200.568 67.787 327.244 -189.144 0.977387
586700 -350.979 -623.203 -129.838 -299.896 -449.717 -631.821 124.527 0.994804
586800 -93.541 -321.167 -33.2945 73.8383 -453.659 202.867 -253.741 1.00558
586900 -206.84 -725.747 41.3298 63.897 93.0673 -347.798 177.088 1.00058
587000 -310.996 -358.8 -203.754 -370.435 -157.139 166.959 -22.3389 0.995739
587100 -325.032 -491.001 -879.148 395.055 -41.8085 -874.669 -21.6142 0.971262
587200 -191.561 -539.618 17.4376 -52.5036 859.967 263.347 -204.244 1.00552
587300 38.1315 -721.41 -185.994 1021.8 -955.537 -358.862 51.3607 0.994873
587400 -77.1276 -194.454 48.7692 -85.6977 746.55 54.885 -367.553 0.995311
587500 -130.203 -498.577 115.635 -7.66786 -368.029 -277.878 591.392 0.977113
587600 -402.18 -264.773 -425.125 -516.643 -31.2459 30.4897 231.005 0.987114
587700 -108.584 -387.059 526.435 -465.128 189.414 50.3533 -40.9174 0.997586
587800 -53.5493 370.274 -202.628 -328.294 103.716 -66.5542 -431.632 0.995572
587900 -160.444 -709.001 -119.472 347.142 193.229 224.461 -11.2593 0.977216
588000 -346.967 -254.841 -453.959 -332.101 -331.204 350.681 -482.262 1.00686
588100 -141.3 -900.188 70.0115 406.278 -25.5709 -375.823 418.804 1.02303
588200 -309.085 -240.867 -908.803 222.416 -569.876 217.624 -440.867 1.01769
588300 -153.756 -395.141 -294.706 228.577 -137.956 5.91293 -334.937 1.01994
588400 -134.51 -654.415 -328.446 579.331 -137.845 96.3231 -16.8723 1.00027
588500 -202.079 -366.726 -609.396 369.887 145.039 172.929 212.425 0.994482
588600 13.5563 -393.206 234.865 199.01 158.389 388.735 222.317 1.00174
588700 171.164 559.007 -712.714 667.2 -335.526 -141.161 -388.182 1.01597
588800 -137.426 -50.8656 -375.365 13.9531 513.606 265.197 171.142 1.01887
588900 -274.933 -683.254 -144.506 2.96224 183.384 211.505 -330.823 1.0155
589000 -138.711 -279.847 -77.0027 -59.2845 -536.872 -931.901 -65.3795 0.982768
589100 -230.623 -603.594 -478.157 389.883 -102.947 711.212 -156.271 1.00803
589200 -64.4562 -707.138 421.332 92.438 -84.7199 -679.605 -184.372 1.00664
589300 -210.281 -794.173 -283.315 446.646 -371.768 -193.712 102.4 0.992204
589400 -217.046 -514.19 -170.631 33.6832 -502.047 -343.115 8.91163 1.00549
589500 13.9635 -881.081 -48.7936 971.765 281.247 144.493 247.755 1.00386
589600 -11.402 -841.131 596.811 210.114 -348.249 315.867 -527.018 1.00037
589700 68.8997 -226.031 351.436 81.2944 -277.229 -665.782 408.905 1.01275
589800 -232.914 -387.509 -342.619 31.3867 117.754 402.53 -51.5861 1.00324
589900 -342.052 -40.694 -444.017 -541.445 219.221 -176.893 -413.887 1.00366
590000 -64.5073 -690.701 256.375 240.804 138.752 41.8431 -387.3 0.983985
590100 -196.463 -411.108 49.9694 -228.251 241.541 -267.939 31.6615 0.996694
590200 -304.432 -918.497 -428.987 434.189 560.351 -215.093 -288.445 1.00017
590300 -217.695 -833.822 262.338 -81.5995 -188.671 -194.095 -117.984 0.981973
590400 -339.183 -710.895 -472.014 165.361 -251.525 -1.90041 202.793 1.00492
590500 -109.411 -460.518 42.0492 90.2373 531.757 227.266 -444.709 0.998856
590600 -286.921 -519.017 -185.51 -156.237 -177.094 10.8612 595.88 0.990183
590700 -19.0046 -389.228 101.028 231.186 697.916 325.616 -218.798 0.9875
590800 -277.947 -623.103 -459.586 248.846 -93.3892 133.022 180.345 0.986978
590900 -68.0635 -556.554 -14.5775 366.941 -35.2094 -84.3486 211.22 1.00106
591000 157.278 -532.959 154.198 850.597 -141.223 281.956 -68.287 0.999774
591100 -239.698 -1053.15 12.1984 321.86 -343.741 125.557 9.03711 1.01015
591200 51.1811 -681.872 -0.0960343 835.512 240.585 -55.004 21.4651 1.01543
591300 -307.681 -392.339 -588.376 57.6724 -138.407 231.441 395.16 1.00447
591400 -308.697 -369.826 -145.407 -410.858 -26.0159 175.101 -509.996 1.00869
591500 -367.076 -548.582 -709.228 156.582 -119.527 -420.199 622.16 1.01009
591600 -218.326 -776.523 -376.037 497.581 -57.3034 440.554 -515.746 1.01795
591700 -16.015 -828.452 130.266 650.14 73.3775 -86.4218 246.035 1.02
591800 -396.677 -639.984 -443.635 -106.411 -24.4213 37.766 -25.6401 1.00515
591900 -267.02 -401.44 7.78512 -407.406 -197.812 121.272 -54.1927 1.00701
592000 -323.182 -715.927 -469.206 215.587 299.693 -70.6169 96.7099 1.01159
592100 -143.313 -458.352 -47.9011 76.3135 290.044 570.32 -397.155 1.01513
592200 -53.415 -114.279 -58.5322 12.5658 -509.259 -396.324 -210.739 1.00528
592300 -174.873 -719.12 -380.997 575.497 843.262 -136.111 -18.1949 0.986622
592400 -33.4002 -391.679 274.027 17.4513 -409.371 402.664 -318.61 0.988255
592500 -18.9518 -533.065 125.107 351.103 298.213 -123.05 -120.536 1.01265
592600 -144.567 -894.924 549.232 -88.0094 -391.689 -349.212 -391.494 1.00239
592700 -83.1343 -429.044 84.5856 95.0556 242.817 620.061 381.582 1.00166
592800 -1.43764 -471.517 815.245 -348.041 109.335 -779.506 -414.492 1.00546
592900 -134.491 -576.719 -13.0125 186.259 180.587 -170.188 -110.802 1.00961
593000 -443.549 -1072.09 -41.6131 -216.943 74.3141 376.839 144.903 0.996676
593100 -176.674 -265.587 183.821 -448.257 -292.391 -634.406 -571.321 0.99637
593200 -109.476 -646.769 838.85 -520.51 506.308 780.746 183.695 1.01805
593300 -134.186 -583.81 -133.349 314.601 -669.023 -487.516 -554.257 1.00898
593400 -374.1 -1003.69 171.267 -289.878 488.793 -42.4101 -3.44214 0.997628
593500 -10.1995 22.2147 -386.736 333.923 167.324 -573.904 -11.8818 1.00732
593600 92.8321 -326.836 829.764 -224.432 246.927 277.595 -20.0814 1.0057
593700 -161.07 -446.548 -355.39 318.729 -441.913 -693.286 202.175 0.995682
593800 -535.558 -1050.64 213.379 -769.41 544.861 -71.521 -350.353 0.999973
593900 -2.71034 -298.335 322.954 -32.7499 -312.122 -15.8077 -49.2357 0.999199
594000 -462.557 -492.976 -318.111 -576.585 281.414 -68.7549 -207.89 0.988466
594100 -322.071 -899.803 -5.90481 -60.5055 -330.505 150.057 116.663 0.999725
594200 -361.538 -886.424 -253.975 55.7846 376.916 95.3277 414.786 0.997544
594300 -197.089 -498.272 -36.93 -56.0643 -151.065 -72.5678 -356.31 1.00229
594400 -459.178 -756.293 -526.012 -95.229 -236.03 467.743 426.786 1.00103
594500 -249.205 -466.815 66.621 -347.42 140.517 -575.117 -48.2796 1.00675
594600 -230.391 -515.478 -9.68614 -166.008 -217.218 55.6487 -187.848 1.01127
594700 -129.611 -827.015 528.323 -90.1422 240.291 249.618 173.403 0.999961
594800 -519.234 -783.022 -203.187 -571.493 119.829 -534.45 116.308 0.989255
594900 -70.4968 -396.566 387.164 -202.089 -88.6973 384.38 -88.7844 1.00113
595000 45.2251 -248.35 432.044 -48.0186 755.415 -139.656 -160.109 0.989993
595100 136.514 -57.881 741.917 -274.493 -879.059 332.157 -53.6132 1.0034
595200 -396.306 -851.116 -195.838 -141.963 449.834 -558.77 -389.615 1.00733
595300 -207.709 -311.892 -195.58 -115.656 20.6885 272.887 -330.01 1.00526
595400 -86.7771 -227.198 16.8655 -49.9992 104.187 32.8823 275.17 0.997638
595500 -401.512 -752.053 -230.826 -221.656 511.861 230.454 -145.944 0.993483
595600 -417.955 -709.738 -635.069 90.9419 -606.476 -473.041 467.525 1.00355
595700 -6.95382 -619.538 -97.6003 696.277 252.942 79.2363 -125.57 1.02019
595800 -174.507 -707.477 -39.6307 223.588 -343.006 283.071 -495.295 1.00395
595900 352.468 159.515 504.089 393.802 531.149 -491.681 116.558 1.01943
596000 -144.165 -439.281 -55.0862 61.8728 -708.557 280.34 -369.571 0.99228
596100 -397.992 -712.424 -527.988 46.4369 362.923 -318.631 72.5768 1.00885
596200 -292.575 -286.551 154.127 -745.3 -315.147 355.262 -174.129 1.00858
596300 -45.4315 -264.67 -404.583 532.958 -107.7 230.349 379.277 1.02512
596400 47.2716 -65.0894 258.238 -51.3337 443.174 -866.55 -118.688 1.01141
596500 44.7835 -206.823 240.654 100.519 401.64 430.812 69.4604 0.995582
596600 -262.12 -428.765 146.639 -504.233 24.6704 -919.258 -418.143 0.995299
596700 -206.869 84.5282 -464.569 -240.566 -226.171 826.344 96.8415 0.989743
596800 -335.683 -871.577 -4.12898 -131.342 0.447525 -352.571 -390.874 1.00124
596900 -319.533 -783.721 -301.033 126.156 318.644 205.547 377.753 1.00381
597000 -18.796 -311.295 451.206 -196.299 -205.205 277.255 -598.529 0.995094
597100 -222.314 -416.593 -105.469 -144.88 -31.2184 -222.522 392.04 0.993291
597200 -45.7367 -535.08 581.628 -183.758 117.608 -388.954 -499.994 0.98241
597300 -272.731 -599.498 84.4307 -303.125 220.186 -442.427 -25.5413 0.988207
597400 185.388 150.368 269.939 135.858 -221.934 361.042 550.355 1.01544
597500 -339.811 -561.206 -460.176 1.94868 193.688 -123.682 -427.251 0.99511
597600 -145.778 -42.9736 -260.742 -133.617 -346.823 -42.6147 825.059 0.970867
597700 -493.124 -788.195 -466.272 -224.906 10.2782 75.2843 -618.198 0.999742
597800 -176.055 -245.283 126.829 -409.712 232.724 743.757 355.045 0.992367
597900 45.8681 -498.962 8.24667 628.32 -430.982 -333.256 -219.412 0.987924
598000 -183.055 -679.943 502.272 -371.494 417.973 372.785 113.684 1.00287
598100 -447.467 -936.216 -333.215 -72.971 -86.823 -458.911 -306.46 0.999176
598200 -71.4489 -707.561 423.908 69.3063 281.06 -504.253 18.0995 1.00337
598300 -330.69 -825.36 -360.781 194.072 -225.694 -106.743 77.8583 1.02611
598400 -524.571 -888.772 -943.307 258.367 4.09834 -180.567 -15.2084 0.996598
598500 -354.871 -995.291 -6.04201 -63.2799 -186.875 161.235 268.571 0.988965
598600 202.023 -537.241 250.127 893.182 -210.311 -833.621 320.835 0.991151
598700 -140.136 -692.369 349.438 -77.4783 -340.506 65.5962 -314.297 0.985872
598800 -168.747 -679.526 44.313 128.972 697.85 -241.852 175.173 1.00568
598900 462.968 734.953 288.428 365.524 -187.8 -120.256 263.37 0.987228
599000 -35.1989 -274.519 64.7358 104.186 168.095 437.396 45.8091 0.991701
599100 69.52 -589.592 215.492 582.66 -407.217 -643.258 724.7 0.999714
599200 -219.183 -781.432 -371.103 494.986 132.551 1126.78 -265.37 0.996972
599300 -228.753 -777.351 77.0493 14.0432 30.0685 -1067.01 16.0922 0.993939
599400 6.06576 -231.012 -31.8142 281.024 -287.755 1194.44 -284.155 0.995413
599500 -131.325 -260.158 -176.066 42.2499 -215.668 -257.229 -236.279 1.00234
599600 42.9798 -278.633 250.321 157.252 572.249 615.709 -44.738 1.04431
599700 15.659 -491.118 256.34 281.754 -634.632 -311.174 -479.339 0.992519
599800 -18.7969 -340.861 175.747 108.724 780.656 206.871 142.754 0.997848
599900 -370.388 -594.582 -200.635 -315.948 -750.956 34.9483 -212.193 0.994582
600000 -422.359 -683.669 -666.349 82.9414 875.267 250.286 -212.885 0.993276
600100 -339.321 -689.022 -164.459 -164.483 -526.917 72.3235 192.715 1.00119
600200 -31.7029 -454.338 -306.905 666.134 185.666 -365.347 -58.9988 0.992628
600300 -285.236 -481.616 -102.12 -271.973 -95.4854 303.783 -549.57 0.980942
600400 -20.3606 -364.804 24.6464 279.075 23.6914 -73.4154 802.76 1.00663
600500 -143.195 -85.7289 -108.121 -235.736 101.578 194.333 -241.656 1.0045
600600 41.2419 -215.9 -103.153 442.779 -330.122 -83.6153 285.232 1.02344
600700 -204.364 -690.247 85.8099 -8.65574 285.585 691.431 -176.092 1.00211
600800 -56.8328 -735.638 106.006 459.133 -252.162 -114.948 203.001 0.987788
600900 -144.633 -652.694 100.47 118.324 260.093 716.874 -481.404 1.00811
601000 -46.0675 -442.935 -148.118 452.85 346.645 -921.06 -188.885 1.00638
601100 271.274 -380.149 658.691 535.279 -632.4 722.524 -148.883 0.999552
601200 -206.123 -444.095 -184.181 9.90719 -208.204 -383.193 -404.128 0.994693
601300 -134.125 -1035.23 375.083 257.77 -401.264 -26.5435 274.605 1.0107
601400 -391.267 -391.075 -834.854 52.1265 295.265 -297.821 144.16 1.02855
601500 24.2297 -455.922 -43.0431 571.655 -119.439 505.201 -74.7492 1.02422
601600 -247.619 -596.356 -17.448 -129.054 -7.58064 -545.914 -206.743 1.00808
601700 -248.694 -445.903 -997.928 697.748 -72.2192 68.7115 376.911 1.02051
601800 -16.1194 -543.291 221.156 273.777 587.609 -113.602 -314.244 1.01304
601900 -167.725 -484.128 -591.335 572.29 -411.021 -378.261 -386.57 0.996824
602000 -325.739 -743.426 591.304 -825.096 5.22189 -84.0735 47.0043 1.00404
602100 -559.691 -1228.01 -261.67 -189.395 -218.639 256.407 242.57 0.978755
602200 -320.005 -705.684 -20.4877 -233.843 284.97 205.07 26.9027 1.02122
602300 -721.26 -1790.34 -86.1475 -287.294 287.813 199.142 -377.476 1.0103
602400 -67.0002 -727.188 -154.355 680.543 8.73363 -177.862 283.319 1.00334
602500 -213.641 -553.477 -68.9461 -18.5005 306.435 -85.7504 83.094 0.998268
602600 -116.178 -566.544 -51.4498 269.461 0.871383 -28.2638 96.0222 0.985864
602700 -52.9294 -662.038 159.324 343.926 -34.181 -381.86 420.79 1.00877
602800 -210.982 -521.515 -657.87 546.439 45.8561 139.065 370.497 1.00117
602900 -156.917 -539.806 -92.9319 161.987 -206.92 200.063 -222.551 0.99608
603000 -223.049 -522.706 115.306 -261.747 -205.957 -212.112 311.425 0.988874
603100 -327.779 -498.258 -634.712 149.632 49.2151 172.544 221.138 1.00412
603200 -162.37 -318.189 -287.477 118.555 0.663154 68.616 983.056 1.01704
603300 -324.406 -640.57 -360.482 27.8334 24.5113 83.3293 -612.933 1.02692
603400 -145.348 -544.714 40.0555 68.6134 120.744 329.03 516.767 0.998384
603500 -347.801 -995.074 152.416 -200.744 -195.283 -115.558 -138.762 1.01121
603600 -561.265 -668.393 -719.088 -296.314 236.614 -303.771 -53.8941 1.00334
603700 -4.82833 -605.96 344.687 246.789 -807.822 223.04 64.6461 1.01045
603800 -178.893 -459.968 -183.01 106.299 534.417 53.7236 65.2566 1.00737
603900 -402.084 -761.255 -266.915 -178.083 -14.0412 -58.6751 -71.6812 0.995082
604000 -224.167 -617.345 -316.756 261.601 127.807 -323.74 -470.615 1.00519
604100 -163.599 -621.8 -50.3016 181.306 84.3092 -335.259 182.375 1.00275
604200 -248.167 -341.068 -643.56 240.127 25.1677 167.682 284.213 0.983226
604300 -256.247 -542.219 -286.962 60.4403 -85.5301 220.547 -560.262 0.999219
604400 -410.869 -1046.29 -157.262 -29.0534 -118.177 74.9385 494.167 1.01208
604500 -43.9691 -852.956 111.111 609.938 287.291 255.931 -475.203 1.01073
604600 -183.101 -1030.2 -237.858 718.759 -146.37 -96.2023 102.913 1.00654
604700 -400.205 -1063.14 -337.167 199.691 337.566 607.374 109.012 0.990022
604800 -119.381 -432.649 -340.976 415.483 -212.668 23.2485 -85.3138 0.986556
604900 -66.1458 -323.791 -107.263 232.617 -182.96 -148.838 813.707 0.989413
605000 24.281 -461.926 -46.7077 581.476 507.345 201.769 -351.881 0.987378
605100 145.113 -119.108 29.9152 524.531 -116.3 -507.219 715.696 0.97929
605200 -78.6119 -530.008 212.009 82.1627 -124.522 -189.397 -652.05 0.988923
605300 -416.144 -467.497 -348.904 -432.03 435.062 423.275 180.481 0.998319
605400 -598.375 -643.307 -653.889 -497.93 -66.9115 -147.846 -251.476 0.986237
605500 -195.605 -842.874 -12.602 268.662 475.914 -127.713 -81.5486 1.00404
605600 -100.375 -403.109 102.209 -0.227073 -755.298 70.2414 200.166 1.00842
605700 51.5687 142.426 -66.9162 79.1965 665.926 -231.842 245.081 0.994885
605800 -226.946 -285.235 -341.774 -53.8309 -15.8381 -83.0274 287.042 1.00933
605900 -68.5392 -535.552 20.618 309.316 -110.21 24.5945 -207.062 0.974389
606000 -113.758 -417.684 117.843 -41.4335 98.5666 186.896 79.172 0.99029
606100 -233.087 -414.884 -634.156 349.78 -12.3233 -414.636 -335.788 1.0135
606200 -215.051 -564.794 154.222 -234.58 -247.189 -266.307 524.852 0.994708
606300 -429.728 -565.874 -412.972 -310.338 337.802 -172.493 -366.148 0.990744
606400 -270.32 -1090.53 -45.3985 324.971 -257.373 665.99 214.638 1.00156
606500 -303.505 -447.769 -465.872 3.12739 129.531 -1036.83 182.63 0.979966
606600 -338.447 -582.687 -190.778 -241.878 -348.671 -29.6043 -660.205 0.998454
606700 -304.229 -498.79 -503.137 89.2408 -426.322 -178.035 -13.3373 0.991431
606800 144.581 -519.347 497.501 455.589 19.3985 289.717 -679.728 1.00334
606900 -251.906 -1112.54 133.46 223.359 152.05 42.4879 333.803 1.01092
607000 -542.635 -729.948 -553.152 -344.804 -122.094 -261.554 59.6391 1.00378
607100 150.917 -140.866 41.1823 552.436 136.507 -146.422 -249.858 0.999425
607200 18.4101 64.5309 -423.597 414.296 247.519 685.097 822.686 1.00251
607300 96.3218 -552.577 513.104 328.438 13.0919 -475.857 -110.072 1.00649
607400 -344.99 -701.431 -868.279 534.74 -68.7193 255.151 474.247 1.01479
607500 94.3964 -665.114 718.573 229.73 31.4032 509.909 -625.346 0.997787
607600 -282.599 -571.31 147.375 -423.862 285.391 -283.057 327.551 1.00429
607700 -355.711 -396.661 -523.669 -146.803 -704.687 679.747 198.653 1.0164
607800 -175.664 -513.636 -200.322 186.966 18.2811 -634.674 -423.249 1.0084
607900 -64.4795 -395.43 -60.5875 262.579 -334.19 44.1431 -55.3866 0.997875
608000 -289.878 -672.979 -440.679 244.024 225.858 201.053 -112.684 0.997374
608100 -329.193 -693.352 -713.534 419.308 -294.198 112.904 -10.9073 1.00608
608200 -449.966 -1064.29 386.994 -672.6 617.592 -1.94238 -142.035 1.0022
608300 -193.549 -748.097 -321.429 488.879 78.0965 -515.116 -72.8103 1.00463
608400 -327.227 -281.958 194.635 -894.358 -0.0784336 -359.799 -610.517 1.00676
608500 -195.172 -343.523 -135.532 -106.462 532.359 468.702 320.682 0.969061
608600 -162.429 -377.108 288.498 -398.677 -821.609 -168.391 -47.2914 0.985481
608700 -159.492 -488.54 -223.549 233.612 726.373 171.937 -483.127 0.982947
608800 -172.821 -256.043 -464.044 201.625 14.582 -19.2516 -41.538 0.997453
608900 -189.028 -404.879 -252.297 90.0939 -115.171 257.024 -153.33 0.994797
609000 106.63 -197.932 294.981 222.842 341.263 204.735 313.039 0.999122
609100 -94.6032 -803.312 285.086 234.416 -189.748 223.04 335.255 1.00271
609200 -353.419 -619.498 -580.881 140.123 175.717 216.998 -192.031 0.984222
609300 -450.271 -604.854 -385.844 -360.114 -98.7095 -97.6861 -1.18085 0.994488
609400 -365.793 -407.734 -874.443 184.8 -286.791 -42.0412 -160.466 0.992902
609500 -192.068 -249.767 -360.906 34.4676 -170.859 224.044 65.0452 1.00454
609600 -98.522 -358.792 169.448 -106.222 439.863 -502.163 -156.061 0.990495
609700 -271.209 -425.923 -669.009 281.305 -106.012 -172.82 114.395 0.999555
609800 124.797 -158.266 619.835 -87.177 153.826 -222.625 -214.541 1.00625
609900 -305.33 -265.302 -374.719 -275.968 160.007 -57.7146 183.575 0.990444
610000 -116.89 -518.712 509.888 -341.847 -520.82 111.209 104.619 1.00359
610100 -73.7668 -728.503 242.905 264.298 190.644 473.55 -339.568 0.9793
610200 222.687 -213.972 610.049 271.983 -69.3166 -852.348 516.285 0.968932
610300 -1.05729 -444.111 422.651 18.2884 -303.137 583.333 -606.913 1.00861
610400 -94.7706 -366.549 -259.916 342.153 388.072 -378.525 563.218 0.999639
610500 -28.0112 -259.995 -343.813 519.774 -233.102 760.122 -553.907 0.991475
610600 -77.669 -108.19 -366.694 241.877 -149.21 -290.638 -28.2798 0.986065
610700 -275.152 -608.563 -252.509 35.6145 -341.563 20.5364 -1.99345 0.991085
610800 -42.2677 -770.537 60.0376 583.696 255.032 -125.966 476.5 1.00889
610900 -353.178 -782.775 -238.635 -38.1246 -274.271 -0.857179 261.305 0.995742
611000 -119.085 -625.268 258.24 9.77168 210.864 506.485 -98.7334 0.985308
611100 -13.5259 -183.014 394.285 -251.849 -161.715 150.995 399.246 0.980153
611200 -276.421 -486.682 -332.449 -10.1331 -60.6591 53.9069 -109.054 0.983016
611300 -222.854 -703.873 537.686 -502.376 362.753 30.9059 245.605 0.989542
611400 -338.203 -655.358 -407.877 48.6247 164.666 -201.895 148.584 0.992237
611500 -362.15 -638.332 86.793 -534.911 -81.9522 366.251 -234.654 0.99617
611600 -247.789 -431.557 -273.406 -38.402 557.781 399.469 499.104 0.990656
611700 -504.966 -472.132 -213.35 -829.416 -484.791 -673.211 -96.898 0.971068
