# Time-averaged data for fix fix_eqn_baro
# TimeStep c_C_press_baro c_C_press_baro[1] c_C_press_baro[2] c_C_press_baro[3] c_C_press_baro[4] c_C_press_baro[5] c_C_press_baro[6] c_C_temp_tran
160200 -158.075 -177.085 -156.34 -140.8 14.7114 313.012 139.64 1.01265
160300 -480.138 -566.08 -541.21 -333.125 217.271 -142.115 -132.913 1.00365
160400 -222.382 -628.615 -169.571 131.039 -113.648 -333.881 238.778 1.01608
160500 -91.4631 -233.24 285.188 -326.338 547.891 -356.857 -535.249 0.984468
160600 -176.051 -447.488 -180.852 100.189 368.767 -141.738 -304.244 0.995166
160700 121.753 -507.485 1084.45 -211.707 52.6996 260.19 23.4598 1.00554
160800 -164.269 -658.675 138.734 27.1344 -234.072 -112.105 -198.554 1.00237
160900 -160.761 -514.782 170.926 -138.427 -114.023 69.2186 180.101 1.00428
161000 -524.714 -541.048 -301.262 -731.833 -297.471 -564.49 132.976 0.983878
161100 -312.82 -560.264 -439.317 61.1222 615.591 523.512 -43.6261 0.995231
161200 -164.057 -730.923 459.01 -220.257 -605.595 269.594 563.068 1.01249
161300 118.773 -325.762 574.494 107.587 142.934 -92.8229 -125.607 1.01494
161400 -314.844 -874.471 -109.956 39.8957 43.0758 109.617 -65.4635 0.993515
161500 -283.135 -992.929 465.82 -322.296 191.827 -199.126 -165.869 1.01195
161600 49.9995 5.7219 -52.5356 196.812 -564.463 -56.5053 6.60829 1.01044
161700 -326.544 -532.997 98.4726 -545.106 40.5844 318.392 -147.363 0.992063
161800 278.18 -116.258 156.071 794.728 -133.838 -252.401 -174.327 0.99579
161900 -253.501 -574.873 356.237 -541.866 659.263 381.752 253.921 1.0001
162000 -458.695 -822.489 -549.501 -4.09361 -153.514 -189.939 -127.726 0.994604
162100 -157.409 -400.217 -224.066 152.055 -321.077 -44.6273 -130.533 1.00636
162200 -295.584 -1067.45 448.565 -267.862 -35.3965 -90.3814 -158.414 1.00827
162300 -469.776 -959.182 -162.567 -287.577 -224.101 -410.904 145.247 1.00216
162400 -249.98 -747.38 394.067 -396.628 877.534 -227.765 -134.531 1.01971
162500 -316.129 -1031.88 -184.297 267.79 -414.773 817.636 175.871 1.00289
162600 -153.964 -731.705 222.14 47.673 695.852 -126.729 -228.022 0.987806
162700 -229.796 -577.951 -468.492 357.054 -685.588 53.2577 669.516 0.989138
162800 -130.029 -753.779 311.353 52.3399 140.314 -556.229 95.2439 1.0074
162900 17.9876 136.956 -277.596 194.602 439.812 516.297 -351.775 1.00241
163000 27.6121 -139.109 -132.901 354.846 -256.622 -302.992 102.019 0.997655
163100 -458.625 -550.003 -694.028 -131.843 338.628 683.516 -127.199 0.990918
163200 210.008 247.453 -313.055 695.624 694.514 -341.846 -174.228 1.00477
163300 -112.55 -648.511 401.229 -90.3684 -290.062 -350.356 176.135 1.0075
163400 -240.093 -400.159 -493.635 173.514 -18.8389 188.481 -137.115 0.999497
163500 -381.615 -633.185 -26.9992 -484.66 86.0497 99.472 -335.93 1.0015
163600 -27.0715 -581.743 -235.873 736.402 -429.737 461.743 -81.0383 1.02164
163700 -70.6751 -446.282 251.568 -17.3116 213.288 -330.278 -310.455 0.993035
163800 -357.843 -627.973 -596.699 151.144 1019.23 19.8122 156.345 0.984586
163900 -128.137 -623.882 2.85337 236.619 -924.296 267.058 -141.269 1.00385
164000 -174.613 -664.092 -267.984 408.238 404.293 216.46 155.193 0.996502
164100 -48.8285 -443.731 94.1167 203.129 -348.327 -311.114 -41.6039 1.01305
164200 -370.089 -693.981 -551.242 134.955 490.303 -240.736 -423.352 0.992528
164300 -60.6804 -623.955 197.182 244.732 -394.618 2.52397 272.721 1.01476
164400 369.269 131.834 545.103 430.869 152.081 33.4121 -460.166 1.02012
164500 -209.931 -614.489 -304.637 289.331 570.697 -72.7978 -136.047 1.02161
164600 -441.321 -480.166 -410.084 -433.713 -44.1376 500.66 -241.501 0.997501
164700 -111.98 -209.877 -148.173 22.11 187.721 -267.396 -297.031 0.990207
164800 -98.3104 -455.399 288.926 -128.459 -226.463 398.736 -110.495 1.00894
164900 -205.812 -0.952607 -546.249 -70.2356 -200.016 -296.431 -429.753 0.997334
165000 -411.924 -926.236 -62.6891 -246.845 165.923 -225.105 -138.542 0.989913
165100 -207.937 -597.088 79.8901 -106.614 376.175 60.6555 -29.8842 0.996631
165200 -42.4989 -40.864 -138.583 51.9503 303.286 311.859 -110.353 0.991793
165300 -500.845 -833.495 -313.464 -355.576 315.745 -13.8999 316.295 0.987171
165400 -82.8768 -889.538 441.351 199.556 -220.816 342.341 -453.28 1.00628
165500 -29.2389 -157.875 -345.172 415.33 182.155 -96.5764 -43.3629 0.994309
165600 -78.7528 -486.77 376.293 -125.781 -92.5488 317.21 233.118 0.994022
165700 -227.977 -586.553 -24.1674 -73.2105 47.4909 -234.134 -182.039 0.992124
165800 -290.722 -547.058 52.0248 -377.133 88.8081 401.085 -28.163 1.01141
165900 207.804 327.167 -101.273 397.517 -626.442 -201.295 -220.274 1.00563
166000 -48.7267 -466.887 485.225 -164.517 399.597 213.818 86.0105 1.00449
166100 -147.207 -683.146 621.587 -380.062 84.2019 199.307 -49.0514 1.01913
166200 -260.485 -737.069 233.545 -277.931 1177.84 392.546 217.151 0.994268
166300 80.1713 -494.625 411.802 323.337 515.35 -55.8493 -370.49 0.989808
166400 -51.7349 -950.539 441.688 353.646 345.788 559.758 89.3037 1.0104
166500 15.8581 -507.999 -128.029 683.602 -122.093 -759.403 269.327 0.995334
166600 -190.117 -650.668 -166.805 247.123 -623.94 -148.597 -300 0.979034
166700 -144.553 -524.652 144.559 -53.5657 524.116 -349.544 24.4215 1.00276
166800 122.044 -402.34 347.266 421.208 -481.679 -411.578 383.919 0.989164
166900 -494.44 -634.081 -420.544 -428.694 328.231 -278.962 36.5302 1.01654
167000 1.40576 -201.976 -283.4 489.594 -44.5561 673.218 -166.89 1.01226
167100 -15.3469 -357.157 352.082 -40.9655 -1.22388 -527.527 25.4265 1.01557
167200 -178.602 -256.421 -82.2707 -197.116 -174.718 -41.6061 2.92141 0.986686
167300 -500.289 -348.469 -396.351 -756.046 147.563 627.756 -9.58337 0.982272
167400 -272.193 -928.914 521.417 -409.083 -1065.52 -56.2937 185.384 0.99462
167500 -406.351 -1186.24 5.61148 -38.4249 740.884 548.905 -252.475 1.01074
167600 -345.953 -912.153 545.658 -671.363 -619.139 -725.294 43.124 1.00153
167700 -297.389 -780.281 -278.329 166.441 173.302 840.668 -5.21791 1.01083
167800 293.084 -343.013 914.014 308.253 -574.792 -147.289 -6.0552 1.00449
167900 -163.321 -251.305 -454.206 215.547 220.351 -176.864 520.746 1.01128
168000 -315.946 -878.027 -174.905 105.095 -427.844 383.663 -830.567 1.0073
168100 -279.552 -750.225 1.7759 -90.2075 -33.1884 21.0481 375.439 0.991172
168200 -136.6 -633.218 32.5848 190.832 366.69 341.364 -591.884 0.997565
168300 -376.769 -726.682 -231.763 -171.862 55.2077 175.108 632.027 1.00912
168400 -390.751 -810.244 -436.983 74.9747 312.261 19.0358 -345.137 1.01367
168500 -34.2746 -119.275 171.031 -154.58 -99.1951 -362.725 128.507 0.985678
168600 -145.326 -482.844 -199.58 246.446 128.347 335.555 -296.214 0.985853
168700 -72.4309 -475.331 259.113 -1.07456 273.103 -139.709 -11.0809 0.992751
168800 -363.513 -692.598 -147.499 -250.441 186.144 -36.4854 219.864 0.995354
168900 -419.858 -959.762 -43.463 -256.348 436.392 144.52 72.2732 0.998167
169000 251.485 155.362 182.17 416.924 190.107 15.3471 409.786 0.99649
169100 165.502 -300.311 644.893 151.923 233.031 -382.045 -84.9128 0.991595
169200 -211.237 -628.089 -170.541 164.92 -18.6149 321.797 285.277 0.982747
169300 -239.935 -454.095 -637.091 371.382 -267.584 -218.828 -372.05 1.01744
169400 -272.66 -696.272 47.4486 -169.157 85.505 -69.4117 496.186 0.984134
169500 120.449 -510.397 247.804 623.939 -12.1124 -289.975 -677.622 1.00173
169600 -74.119 -836.345 618.646 -4.65812 -556.073 -96.4896 464.202 1.00504
169700 -569.068 -838.016 -932.892 63.7031 128.569 70.4212 -1032.96 0.978074
169800 -291.52 -491.041 -297.938 -85.5799 -31.3434 -831.559 616.58 0.990523
169900 -321.794 -844.998 -53.2692 -67.1136 520.255 402.889 -364.271 1.00104
170000 -346.206 -815.871 57.0572 -279.804 49.9532 -567.065 374.617 1.00249
170100 -492.808 -547.165 -532.366 -398.891 464.859 494.611 17.4589 0.979927
170200 15.1428 -332.041 353.783 23.6866 -475.619 123.633 103.425 0.996676
170300 -173.783 -332.426 -167.665 -21.2582 484.049 -461.79 335.916 0.986899
170400 -138.632 -317.957 -243.807 145.867 -327.519 235.015 -311.868 0.997987
170500 -311.566 -785.729 259.041 -408.01 132.97 367.877 133.481 0.992334
170600 -101.18 -779.641 221.917 254.182 -29.1763 -469.478 -471.565 1.00787
170700 -411.79 -894.719 41.1137 -381.764 51.2674 412.411 249.637 0.971902
170800 -223.106 -398.441 -97.0729 -173.803 -139.046 22.2112 380.941 0.986461
170900 7.16296 -305.849 -240.572 567.91 223.328 233.888 -514.41 1.00547
171000 -208.027 -602.261 -221.195 199.374 163.188 -666.051 424.006 0.995674
171100 -228.886 -464.309 -213.301 -9.04669 -80.3657 -99.4831 -860.415 0.997864
171200 69.2354 114.529 -304.913 398.09 -48.3127 -416.219 89.5906 1.00557
171300 -107.7 -319.255 -329.321 325.476 -298.636 -77.8463 -545.054 1.00971
171400 -299.941 -384.772 -551.704 36.6533 481.162 562.506 -353.718 1.01239
171500 -270.068 -1051.14 -73.2388 314.172 228.404 -13.6661 235.07 1.01901
171600 10.4565 -225.719 401.53 -144.441 -599.818 -279.731 -45.9433 0.987435
171700 -92.0704 -405.653 348.271 -218.83 745.484 586.85 -303.497 1.01586
171800 -370.436 -828.622 -160.636 -122.049 -739.161 -650.919 -20.8905 1.01224
171900 -385.156 -976.72 349.109 -527.857 650.677 45.8555 -317.636 0.995613
172000 -316.152 -578.705 247.969 -617.722 -174.31 310.753 37.5521 1.01392
172100 -80.4006 -682.255 82.4325 358.621 68.1327 -532.549 -559.201 0.999755
172200 -202.49 -666.368 109.796 -50.897 -204.528 230.793 143.562 1.02179
172300 -51.2364 -302.753 46.9466 102.097 -40.2319 277.569 199.64 1.00003
172400 -394.339 -698.468 -382.552 -101.997 -172.876 -390.705 62.8536 1.0021
172500 -100.859 -604.173 -146.109 447.705 76.2076 754.831 -294.103 0.997485
172600 -22.3204 -466.092 527.32 -128.19 -168.22 -568.073 174.652 1.01384
172700 -220.151 -618.39 -49.4816 7.41787 114.953 295.957 -489.154 0.987003
172800 -410.372 -705.518 26.5142 -552.112 -272.004 216.242 99.3626 0.982587
172900 -148.005 -367.751 207.503 -283.767 23.0819 -85.4892 79.6129 1.00386
173000 -386.7 -576.262 -333.106 -250.733 -300.513 86.7002 -277.256 0.986463
173100 77.1894 97.1675 183.835 -49.4343 218.105 -305.741 759.355 0.978945
173200 181.626 -145.509 527.863 162.523 -561.245 -425.734 -671.062 1.01694
173300 -449.087 -829.92 -201.517 -315.822 -18.6917 -194.853 371.066 1.01292
173400 -107.427 -319.775 249.231 -251.738 -224.437 474.805 -738.302 1.00366
173500 -429.942 -1043.84 -125.751 -120.239 268.177 -576.145 779.219 0.99142
173600 -250.615 -602.94 114.061 -262.964 -35.4727 838.067 -108.693 1.00601
173700 -18.6427 -517.165 344.696 116.541 -279.569 -113.241 -58.5633 0.98287
173800 -467.014 -559.304 -179.917 -661.821 575.591 -139.661 -58.3903 0.988184
173900 -431.525 -572.546 -506.828 -215.202 -683.87 525.788 -57.8656 0.983951
174000 -209.952 -409.741 -133.079 -87.0363 517.981 -708.736 284.847 1.01827
174100 -548.092 -556.011 -109.24 -979.024 -738.592 314.556 -73.8644 0.978468
174200 234.467 -258.173 789.573 172.001 38.0619 -274.467 262.995 1.01408
174300 -438.807 -956.246 30.1226 -390.297 -26.0468 365.241 -35.3912 0.992133
174400 -153.992 -407.466 -140.537 86.0284 619.874 -99.234 -197.064 1.00203
174500 -268.441 -438.148 224.385 -591.561 -589.828 279.606 57.7509 0.986619
174600 -384.965 -922.786 -165.079 -67.0304 297.84 -569.878 136.182 1.01345
174700 87.9171 -294.411 315.492 242.671 70.0343 231.763 -153.923 1.00687
174800 -243.395 -661.803 -25.8915 -42.4904 106.214 -110.252 673.181 0.971879
174900 1.80326 49.514 105.543 -149.648 46.2822 -136.869 -871.601 1.00446
175000 -246.044 -653.72 -75.4873 -8.92526 -46.589 597.895 258.529 0.992418
175100 -60.635 -593.435 108.089 303.441 201.348 -277.732 -898.453 0.998456
175200 -465.502 -1108.04 49.4022 -337.873 -130.674 749.063 220.919 1.00178
175300 -75.9628 -761.675 97.7157 436.071 507.521 -656.164 -296.441 0.99987
175400 -366.602 -525.989 -336.98 -236.836 -306.228 -142.298 59.8607 1.01483
175500 -208.811 -450.51 -226.663 50.7399 254.015 300.401 -446.25 0.999789
175600 -153.924 -539.174 -146.976 224.379 -397.844 -141.582 75.1121 0.999142
175700 -170.898 -469.4 -108.098 64.8051 603.684 728.891 315.686 1.01132
175800 -123.577 -238.772 -40.6286 -91.3294 -631.676 -548.664 -517.242 0.994837
175900 -73.1771 -407.259 88.9165 98.8109 107.088 1167.74 115.781 0.995922
176000 -113.051 -453.051 44.3428 69.5565 769.792 -536.222 -45.5678 0.994339
176100 -159.069 -409.773 -357.694 290.26 -553.897 239.077 -1.7697 0.995356
176200 -315.487 -453.739 256.11 -748.831 510.926 -38.487 -49.0853 0.985632
176300 -241.778 -530.804 -106.142 -88.3873 -668.543 -507.987 391.062 0.99776
176400 -92.1463 -671.288 168.129 226.72 400.257 854.145 33.567 1.00877
176500 193.158 138.502 131.485 309.487 -45.2555 -190.227 318.017 0.995476
176600 -179.75 -841.308 -76.4353 378.492 415.369 151.818 40.2621 1.02332
176700 221.437 -246.161 -246.158 1156.63 364.168 -359.289 507.816 1.00271
176800 -166.185 -768.124 104.089 165.479 168.984 373.148 -100.048 1.00744
176900 243.621 -15.1125 342.302 403.674 -139.984 -562.866 -382.114 0.999003
177000 -382.169 -905.66 -5.04614 -235.802 -133.869 427.223 39.1785 0.994227
177100 172.488 -276.543 385.598 408.408 35.2161 -345.953 -101.441 1.00286
177200 -27.7796 -723.643 -248.836 889.14 745.572 403.597 -94.6052 1.00003
177300 -416.606 -528.289 -240.765 -480.763 -556.935 -501.379 -168.249 0.995132
177400 -75.5948 -547.384 -164.25 484.849 452.164 -161.066 -36.374 0.991934
177500 -269.969 -644.418 -234.088 68.5981 -349.772 -85.436 -114.151 0.992081
177600 -373.231 -744.394 130.485 -505.783 211.346 100.273 165.208 1.01967
177700 -246.739 -759.024 111.019 -92.2109 -120.012 -229.446 -269.801 1.02082
177800 -508.208 -476.159 -591.588 -456.878 561.64 -203.273 388.037 0.9812
177900 -28.3183 -545.298 313.312 147.031 -387.627 -208.725 -564.71 1.00991
178000 -149.74 -419.582 151.714 -181.352 678.68 -63.5895 -436.001 1.00969
178100 -298.56 -478.194 -277.028 -140.458 129.068 -564.549 304.976 1.00239
178200 -161.17 -410.924 -231.265 158.677 -734.782 811.153 -699.495 0.997381
178300 96.4132 -111.697 -225.698 626.635 387.923 -1035.56 177.164 1.02382
178400 -268.52 -1149.25 131.989 211.698 2.7995 338.696 -237.818 1.01557
178500 -463.068 -560.468 -88.7873 -739.949 -318.354 313.601 167.274 1.01724
178600 -3.85714 -313.508 131.471 170.466 361.547 130.95 4.65127 1.00318
178700 -3.4875 6.05907 -2.35073 -14.1708 -271.157 259.781 -179.486 0.98456
178800 -111.981 -479.151 -198.193 341.401 204.758 -165.451 -306.398 1.01376
178900 -266.606 -595.347 31.6697 -236.141 311.107 220.387 292.267 1.0174
179000 26.0051 -240.018 411.581 -93.5473 -390.527 -515.886 245.626 0.996867
179100 -111.035 -647.943 562.153 -247.316 550.91 649.035 120.668 1.01964
179200 -15.551 120.471 540.23 -707.354 -123.007 -135.837 -331.496 1.00416
179300 -250.248 -867.513 -97.7873 214.558 67.1864 96.3719 -233.475 1.02587
179400 -216.274 -340.955 -50.6672 -257.199 133.454 53.3281 235.14 1.00354
179500 -481.434 -682.727 -865.245 103.67 -282.84 347.588 592.304 0.9896
179600 -203.123 -990.833 175.451 206.013 14.1294 -653.559 -346.226 1.00123
179700 -101.244 -354.551 -211.33 262.15 -736.713 501.182 181.952 0.996788
179800 -522.836 -1128.75 -145.133 -294.628 209.035 -527.36 -294.358 1.00115
179900 -353.46 -699.249 -429.104 67.9726 -60.8312 906.71 331.49 1.00863
180000 -67.4328 -278.333 -72.2123 148.247 -169.663 -269.866 -428.224 1.00648
180100 160.557 -103.021 217.111 367.58 32.9647 -449.801 154.76 0.99693
180200 -200.796 -461.33 -235.054 93.9953 57.4491 575.882 -384.671 1.00172
180300 -263.276 -749.6 412.211 -452.438 344.126 -641.231 -98.6288 1.00335
180400 -419.522 -1089.4 -413.285 244.118 196.695 191.411 -305.646 1.00414
180500 -216.399 -705.4 73.9182 -17.7154 11.7623 -309.213 540.114 0.999039
180600 -190.633 -563.31 -117.343 108.754 -92.996 856.071 -253.374 1.00346
180700 51.9943 -433.975 463.89 126.068 23.65 -628.829 605.054 0.990264
180800 -390.194 -954.589 -219.744 3.75208 -71.8335 494.86 89.8294 0.977751
180900 1.23242 -378.212 414.851 -32.9422 -47.0885 109.575 319.221 1.01823
181000 -341.972 -703.386 -131.811 -190.72 46.3716 70.3307 31.2115 0.98873
181100 -191.925 -497.756 34.9697 -112.988 268.441 -224.665 -68.2789 1.01846
181200 -330.808 -620.656 -241.559 -130.209 203.822 319.362 -393.41 1.00556
181300 -338.27 -797.618 271.184 -488.375 0.68423 -607.356 -104.152 0.980715
181400 -210.338 -558.854 -316.965 244.805 -112.914 6.04227 -224.241 0.994881
181500 -8.3912 -219.737 50.8239 143.74 388.622 -33.8106 -519.605 0.984599
181600 147.464 -266.806 443.569 265.629 -183.702 76.8379 162.381 1.00122
181700 43.8731 -297.369 445.502 -16.5145 564.028 -440.16 -640.775 1.00235
181800 336.621 -55.0934 1172.96 -108.003 -537.721 1.87951 191.514 1.00818
181900 -131.511 -338.155 33.3218 -89.6998 140.138 9.06443 419.238 0.99437
182000 31.7302 -642.997 961.83 -223.641 -272.984 262.691 -499.227 0.988658
182100 183.92 -44.9495 268.643 328.068 618.422 -223.305 661.117 0.994837
182200 -48.619 -655.192 392.189 117.145 -813.307 228.213 -337.824 1.01069
182300 -97.6529 -648.807 -25.5306 381.379 191.15 -481.379 226.599 0.995202
182400 -74.0533 -796.436 441.502 132.774 -326.703 145.383 -512.724 0.99056
182500 -333.897 -562.878 -294.55 -144.265 186.745 -347.705 406.236 1.00017
182600 -231.149 -439.974 -581.491 328.018 879.044 213.106 -715.153 1.00357
182700 -324.196 -405.612 -138.29 -428.685 87.4014 -463.264 299.828 0.983121
182800 -154.203 -174.169 -53.097 -235.344 351.873 279.126 -737.417 0.987066
182900 84.9729 -340.048 147.717 447.25 -122.697 -188.341 59.3304 1.01956
183000 -365.906 -745.261 -199.861 -152.598 285.067 500.916 -315.699 1.00847
183100 -389.999 -1019.14 -34.6472 -116.207 -1.22242 -52.255 268.214 1.00584
183200 124.497 221.058 -306.992 459.424 -191.42 477.254 -470.239 1.00174
183300 296.507 99.46 693.706 96.355 -36.3356 269.717 188.114 1.01455
183400 -54.3017 -670.936 -46.9214 554.953 -68.2016 356.559 -748.643 0.98765
183500 -47.1267 -551.152 795.132 -385.36 -47.8582 193.83 184.814 0.98599
183600 -85.6038 -285.242 227.485 -199.054 -180.582 -69.9104 -1053.77 0.969992
183700 -93.891 -361.925 -91.1675 171.42 -762.806 -212.183 182.347 0.999194
183800 -228.767 -478.317 89.0967 -297.082 733.591 450.269 -176.174 0.993483
183900 -236.455 -395.857 212.219 -525.728 -1064.55 -554.047 -40.1846 0.995932
184000 24.7104 -508.749 654.687 -71.8067 518.619 566.849 42.9201 0.998581
184100 -121.658 -235.843 -73.8931 -55.2387 -90.8587 -72.8748 -62.2519 1.00086
184200 22.6009 -569.805 715 -77.3922 319.384 -383.191 -702.103 1.00508
184300 -318.529 -1186.72 465.069 -233.934 215.436 546.317 82.5875 1.03239
184400 -456.388 -441.264 -16.7941 -911.105 -104.182 -700.268 223.194 0.996001
184500 -31.5857 -368.61 203.361 70.492 380.673 702.192 98.3145 0.989111
184600 142.125 -117.031 292.677 250.729 -120.104 31.8011 197.282 0.999777
184700 -157.157 -607.781 226.61 -90.2999 729.869 -192.051 -582.175 0.988135
184800 -284.147 -392.372 -408.868 -51.1996 -684.228 685.707 372.173 0.987787
184900 -190.354 -337.1 -40.8979 -193.065 235.275 -164.197 34.6838 0.976886
185000 21.3768 -280.993 542.601 -197.477 22.0798 643.93 -481.46 1.01609
185100 -576.65 -609.826 -236.562 -883.563 -225.459 -356.96 261.468 1.00176
185200 -246.777 -128.657 -149.109 -462.565 -29.7509 -119.848 -211.788 0.963454
185300 -172.032 -766.572 92.9759 157.498 62.1201 -171.084 -10.3339 0.993579
185400 -51.6171 16.4834 29.99 -201.325 235.703 -232.166 -61.7943 1.00377
185500 -163.993 -210.413 -122 -159.565 826.101 151.752 446.507 0.986444
185600 -462.222 -1100.01 -257.315 -29.338 -630.863 -365.572 -161.338 0.992158
185700 -499.066 -696.653 -191.183 -609.363 762.551 307.799 327.834 0.979495
185800 -412.742 -806.409 419.827 -851.643 -590.837 253.882 -249.353 1.01232
185900 -152.488 -499.773 -248.795 291.105 -21.3042 3.32994 435.476 0.996455
186000 -101.397 -336.559 -386.114 418.483 -349.51 667.098 30.7578 0.999126
186100 -43.3043 -554.616 -179.255 603.958 487.442 506.355 -0.66797 1.00185
186200 -175.651 -891.393 234.61 129.828 -239.037 -146.81 -181.137 1.01013
186300 -433.902 -992.304 -235.654 -73.7479 256.835 16.1872 -317.054 1.00552
186400 72.6986 -413.394 411.697 219.793 -66.988 -472.692 375.356 0.987586
186500 -145.877 -326.148 22.747 -134.229 -200.577 280.563 -648.935 1.00036
186600 -44.7303 -384.687 -15.9923 266.489 -252.32 107.03 370.32 1.00698
186700 -212.824 -567.852 175.86 -246.48 624.764 46.4355 -211.647 1.02319
186800 -68.8079 -383.143 194.93 -18.2109 -301.633 647.327 24.1162 1.0237
186900 -136.173 -497.833 552.838 -463.524 35.1791 -182.341 51.1381 1.01407
187000 -214.276 -549.557 -48.9803 -44.2918 -292.904 442.441 -226.134 1.00986
